id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
16591,F,1.7625,1.4,0.4625,49.384829,19.5895045,8.85921875,13.60776,10
16592,M,1.575,1.225,0.3875,32.07745925,13.8062065,7.27164675,8.3631025,11
16593,M,1.575,1.225,0.3875,30.83008125,14.911837,6.87475375,8.788345,10
16594,I,1,0.7625,0.225,9.68135425,4.57844425,1.77184375,2.551455,8
16595,M,0.875,0.675,0.225,5.57067675,2.48058125,1.13398,1.8427175,12
16596,M,1.15,0.9625,0.3125,15.83319575,6.6621325,3.04757125,4.252425,8
16597,M,0.8625,0.675,0.25,6.08096775,2.65067825,1.31825175,1.984465,13
16598,F,1.7,1.325,0.475,53.6089045,26.1665885,9.185238,12.71475075,11
16599,I,1.1625,0.875,0.2625,14.64251675,5.7549485,3.572037,4.15320175,7
16600,I,1.2625,0.975,0.35,16.726205,7.52679225,3.84135725,5.2446575,9
16601,F,1.6625,1.25,0.4,36.5425055,17.42076775,7.1724235,10.39009175,12
16602,M,1.1375,0.925,0.2625,13.96212875,6.123492,3.52951275,3.8271825,9
16603,M,1.3875,1.0875,0.375,24.720764,9.90815025,5.8683465,7.654365,13
16604,M,1.6875,1.3,0.425,44.395317,18.83824275,9.185238,12.757275,10
16605,F,1.4,1.1,0.375,28.236102,12.11941125,5.216308,7.654365,8
16606,I,1.175,0.8625,0.2625,10.64523725,4.32329875,1.644271,3.5436875,8
16607,M,1.6375,1.2625,0.4125,34.359594,18.9091165,7.427569,9.4970825,12
16608,I,0.6875,0.5,0.1625,2.8066005,1.1623295,0.63786375,0.850485,6
16609,F,1.575,1.25,0.375,31.62386725,15.97494325,8.17883075,8.9300925,14
16610,M,1.425,1.1,0.3875,25.117657,10.50348975,5.2446575,7.37087,13
16611,M,1.55,1.175,0.375,32.19085725,15.06775925,6.39281225,8.6465975,10
16612,F,1.3,1.0625,0.3875,30.0221205,9.6671795,5.40057975,9.4970825,19
16613,I,0.9125,0.6875,0.225,6.98815175,2.70737725,1.63009625,2.1262125,8
16614,I,0.725,0.575,0.1625,3.6003865,1.474174,0.5386405,0.9922325,6
16615,I,0.925,0.6875,0.225,7.8528115,2.6365035,1.77184375,2.26796,7
16616,I,0.75,0.5625,0.1875,3.89805625,1.247378,0.94970825,1.247378,6
16617,I,0.8125,0.6,0.2125,4.3941725,1.31825175,1.077281,1.70097,9
16618,F,1.6,1.2625,0.4,35.33765175,15.52135125,8.29222875,9.4970825,15
16619,F,1.45,1.15,0.4,27.0737725,9.468733,3.92640575,9.07184,8
16620,I,0.95,0.75,0.2375,7.18659825,4.1673765,1.91359125,2.4097075,6
16621,M,1.125,0.9,0.3,15.87572,6.05261825,3.8838815,3.8271825,7
16622,M,1.575,1.2125,0.375,34.5013415,15.762322,6.747181,7.767763,12
16623,I,0.725,0.525,0.1875,3.005047,1.17650425,0.75126175,0.9922325,5
16624,M,1.3375,0.975,0.425,24.84833675,10.4609655,5.386405,8.50485,13
16625,I,1.3,1,0.325,18.71067,7.257472,3.52951275,5.953395,15
16626,I,0.725,0.5375,0.15,3.16096925,1.5025235,0.52446575,0.907184,6
16627,I,0.7375,0.5375,0.1875,3.16096925,1.474174,0.907184,1.2757275,6
16628,F,1.4375,1.1625,0.375,27.78251,12.5588285,5.556502,7.824462,12
16629,I,1.3,1,0.35,17.95940825,8.164656,3.04757125,5.8116475,9
16630,M,1.55,1.2,0.3875,36.0889135,15.5638755,8.66077225,9.7805775,13
16631,I,1.0875,0.85,0.275,11.283101,4.932813,2.36718325,3.685435,11
16632,F,1.3875,1.075,0.35,21.38969775,8.1930055,5.20213325,5.71242425,10
16633,M,1.3375,1.0375,0.325,22.66542525,8.91591775,5.8683465,8.3631025,11
16634,I,0.825,0.65,0.2125,5.6699,2.2396105,0.963883,1.984465,6
16635,M,1.5625,1.225,0.4125,32.10580875,14.92601175,7.994559,9.7805775,9
16636,F,1.65,1.2375,0.425,34.45881725,13.437663,8.448151,10.489315,14
16637,M,1.4625,1.0875,0.375,24.9192105,10.432616,5.93922025,7.0023265,9
16638,F,1.3125,1,0.325,22.41027975,13.60776,5.06038575,5.8116475,9
16639,I,1.0375,0.8,0.3125,11.7650425,5.329706,2.14038725,3.685435,9
16640,I,1.175,0.875,0.325,13.210867,5.23048275,2.8066005,4.1106775,8
16641,I,1.35,1.0625,0.35,21.035329,9.07184,3.95475525,5.953395,9
16642,F,1.475,1.25,0.4,34.40211825,14.968536,7.767763,10.21999475,11
16643,F,1.45,1.125,0.375,26.40755925,13.87708025,5.896696,7.7961125,9
16644,M,1.125,0.8875,0.3,13.2392165,5.34388075,2.9766975,4.252425,9
16645,F,1.425,1.025,0.3125,17.08057375,8.845044,3.64291075,4.649318,8
16646,I,1.2,0.9,0.3375,13.70698325,5.14543425,3.27436725,4.53592,9
16647,I,1.1625,0.8875,0.3,12.54465375,5.37223025,2.33883375,3.96893,11
16648,I,1.3125,0.975,0.3375,16.0741665,8.15048125,4.53592,4.7910655,8
16649,M,1.3125,1.05,0.3625,21.8007655,9.62465525,4.60679375,6.70465675,10
16650,I,1.2375,0.95,0.3375,16.9813505,7.6260155,3.75630875,4.6776675,8
16651,M,1.5,1.125,0.3875,26.26581175,10.149121,6.6054335,7.5126175,10
16652,F,1.2875,1.0625,0.35,21.715717,9.14271375,4.89028875,6.3786375,9
16653,F,1.25,1.0625,0.3875,24.50814275,10.67358675,5.23048275,7.7961125,10
16654,M,1.35,1.075,0.3625,21.6873675,8.9867915,3.52951275,7.2291225,11
16655,F,1.125,0.875,0.2625,12.94154675,5.6699,2.9766975,3.685435,9
16656,I,1.025,0.7625,0.25,9.25611175,4.63514325,2.1262125,2.5231055,7
16657,M,1.4125,1.1375,0.4,26.18076325,11.43902325,4.9044635,8.66077225,10
16658,F,1.75,1.3625,0.4875,49.5265765,20.79435825,13.891255,13.891255,12
16659,M,1.75,1.4375,0.5,50.95822625,20.68096025,11.5382465,14.64251675,9
16660,I,0.825,0.625,0.1875,4.09650275,1.68679525,0.83631025,1.417475,6
16661,M,1.475,1.125,0.4,24.59319125,11.15552825,4.819415,7.83863675,10
16662,M,0.975,0.7375,0.2875,7.994559,3.35941575,1.91359125,2.4097075,11
16663,I,0.925,0.7125,0.225,6.08096775,2.948348,1.190679,1.984465,6
16664,I,1.025,0.7875,0.225,9.922325,3.458639,2.22543575,2.83495,7
16665,F,1.425,1.175,0.4125,33.0271675,14.911837,8.901743,8.334753,12
16666,I,0.8375,0.65,0.2,5.783298,2.19708625,1.1056305,1.5592225,6
16667,F,1.725,1.3375,0.5,50.802304,12.40290625,10.262519,16.5844575,12
16668,I,0.7875,0.575,0.2,4.63514325,1.74349425,1.11980525,1.417475,6
16669,M,1.625,1.2875,0.4,35.096681,14.911837,7.767763,9.4970825,13
16670,M,1.1625,0.9125,0.2625,12.984071,5.74077375,2.93417325,4.35164825,9
16671,M,1.6625,1.3,0.4375,38.9805625,14.17475,10.77281,11.1980525,15
16672,F,1.5125,1.175,0.4375,30.71668325,11.94931425,6.4920355,9.63883,14
16673,I,0.8125,0.625,0.1875,4.91863825,2.154562,1.00640725,1.417475,7
16674,M,1.1375,0.9,0.275,13.8062065,6.67630725,2.42388225,3.5436875,7
16675,I,1.175,0.9625,0.3375,16.71203025,8.3631025,3.40194,4.7343665,8
16676,I,0.6875,0.5125,0.1625,2.608154,0.8788345,0.38271825,0.86465975,7
16677,M,1.4,1.1,0.3625,26.138239,12.3320325,5.99591925,7.2291225,10
16678,M,1.2125,0.9625,0.3375,13.53688625,5.6699,2.22543575,4.819415,14
16679,I,1.2,0.925,0.3,14.92601175,6.84640425,2.87747425,4.1673765,8
16680,F,1.525,1.175,0.4125,32.07745925,13.721158,7.9662095,7.5126175,12
16681,F,1.6625,1.3125,0.425,38.4702715,16.59863225,7.93786,11.90679,12
16682,M,1.6375,1.3125,0.45,38.08755325,17.0097,7.6260155,10.0640725,12
16683,M,1.4,1.1,0.375,24.76328825,9.25611175,5.51397775,7.087375,12
16684,F,1.325,1.0625,0.35,21.87163925,11.0846545,4.12485225,5.0178615,8
16685,F,1.3,1.025,0.3375,20.25571775,8.66077225,4.89028875,5.25883225,9
16686,M,1.525,1.175,0.4125,29.823674,14.118051,6.860579,7.5693165,8
16687,I,1.375,1.0875,0.3625,22.6796,9.8372765,4.706017,7.1724235,13
16688,I,1.025,0.7875,0.275,8.845044,3.515338,1.6159215,2.6932025,7
16689,M,1.7,1.275,0.4875,41.730464,18.0019325,10.8578585,10.6310625,8
16690,F,1.625,1.2,0.3875,29.49765475,11.01378075,5.783298,8.788345,8
16691,M,1.625,1.275,0.4375,38.782116,14.5999925,7.540967,16.159215,21
16692,F,1.6625,1.225,0.45,31.411246,14.89766225,6.633783,8.0796075,12
16693,F,1.6125,1.275,0.45,36.514156,17.08057375,7.824462,8.9300925,9
16694,M,1.6375,1.275,0.425,35.25260325,15.35125425,8.71747125,11.623295,16
16695,F,1.3125,1,0.2875,17.84601025,7.24329725,4.082328,5.10291,9
16696,M,1.4875,1.1375,0.375,30.0221205,14.3164975,6.19436575,7.7961125,9
16697,M,1.4625,1.15,0.4625,29.5685285,13.1258185,5.79747275,6.180191,8
16698,F,1.625,1.3125,0.4875,37.23706825,13.8062065,7.27164675,13.60776,17
16699,F,1.3125,1,0.325,18.97999025,8.1930055,4.2807745,5.10291,8
16700,M,1.5625,1.2,0.4375,34.99745775,17.519991,7.44174375,9.2135875,10
16701,I,0.475,0.3375,0.0625,0.907184,0.3118445,0.18427175,0.283495,4
16702,F,1.45,1.125,0.35,22.55202725,9.62465525,4.32329875,7.6827145,10
16703,I,0.8875,0.6625,0.2125,5.57067675,2.211261,1.17650425,1.984465,6
16704,F,1.5625,1.2125,0.4,36.117263,14.911837,8.391452,12.82814875,9
16705,F,1.6375,1.3,0.425,38.34269875,17.67591325,7.881161,10.3475675,11
16706,M,1.3,1.025,0.375,20.87940675,8.66077225,4.4508715,6.23689,9
16707,I,1.4125,1.05,0.3875,22.92057075,10.942907,4.819415,5.6699,9
16708,I,0.925,0.6875,0.25,7.087375,3.2601925,1.6159215,2.1262125,7
16709,M,1.375,1.075,0.425,22.80717275,9.90815025,4.89028875,8.0796075,13
16710,M,1.475,1.1875,0.4125,31.2127995,12.47378,6.50621025,8.788345,10
16711,M,1.725,1.3125,0.4625,44.0834725,18.9091165,10.04989775,12.757275,13
16712,F,1.35,1.0625,0.325,22.566202,8.051258,5.726599,8.0796075,12
16713,F,1.0375,0.7625,0.2625,9.355335,3.98310475,1.99863975,2.6932025,10
16714,M,1.8,1.4125,0.5,49.32813,23.530085,11.26892625,11.4248485,10
16715,F,1.475,1.125,0.425,27.612413,11.113004,6.36446275,8.06543275,16
16716,M,1.275,0.9875,0.3,15.66309875,6.633783,3.6003865,4.6776675,9
16717,M,1.2,0.9375,0.3125,14.69921575,6.76135575,2.76407625,4.195726,11
16718,F,1.3,1.075,0.3125,22.66542525,10.30504325,5.556502,5.42892925,11
16719,F,1.4625,1.175,0.4375,27.895908,10.77281,5.216308,8.6465975,14
16720,F,1.4875,1.1625,0.4375,36.10308825,15.35125425,8.7599955,11.056305,11
16721,I,1.2125,0.9375,0.325,16.9246515,8.32057825,3.27436725,4.5642695,8
16722,M,1.25,0.9375,0.2875,17.123098,6.860579,4.01145425,5.0745605,9
16723,M,1.45,1.1,0.4,25.684647,10.47514025,6.67630725,7.654365,12
16724,F,1.225,0.925,0.2875,14.69921575,5.91087075,3.6003865,3.6570855,7
16725,I,1.2,0.9875,0.3875,21.1203775,7.3992195,4.60679375,8.221355,11
16726,M,1.3625,1.0625,0.325,25.287754,12.51630425,4.989512,6.23689,8
16727,I,0.5625,0.4,0.125,1.60174675,0.680388,0.3685435,0.4252425,6
16728,F,1.2125,0.925,0.3,13.8062065,5.8683465,3.10427025,4.819415,8
16729,I,0.85,0.65,0.2125,5.06038575,2.19708625,1.077281,1.70097,6
16730,I,1.425,1.1,0.3875,21.035329,9.87980075,4.63514325,6.6621325,9
16731,F,1.3,1.025,0.35,16.839603,5.6699,3.1467945,5.443104,14
16732,I,1.4,1.0375,0.35,21.58814425,10.47514025,4.819415,5.783298,8
16733,M,1.3375,1.05,0.3625,26.705229,13.65028425,5.51397775,5.8116475,9
16734,F,1.5125,1.1625,0.3375,25.911443,10.9145575,5.23048275,7.087375,12
16735,M,1.8375,1.475,0.5,56.82657275,24.6924145,11.5382465,13.60776,9
16736,M,1.525,1.1375,0.3625,30.0221205,12.71475075,6.1518415,8.9300925,17
16737,M,1.4375,1.125,0.4375,28.689694,10.78698475,6.4920355,8.221355,13
16738,M,1.475,1.175,0.3875,27.76833525,12.0485375,6.8322295,6.6621325,9
16739,M,1.5625,1.2375,0.425,34.5580405,15.7339725,6.98815175,10.489315,15
16740,I,1.0875,0.8125,0.25,7.257472,2.721552,1.34660125,2.551455,12
16741,F,1.575,1.1625,0.45,33.92017675,15.535526,6.59125875,9.34116025,10
16742,I,1.125,0.8625,0.2625,12.5021295,6.8322295,2.45223175,3.40194,6
16743,M,1.1,0.825,0.2625,14.69921575,6.180191,2.9199985,3.742134,8
16744,M,1.6375,1.3,0.475,34.529691,15.46465225,8.40562675,11.3398,13
16745,I,0.925,0.7125,0.2125,6.577084,3.458639,1.54504775,2.1829115,6
16746,I,0.9625,0.7,0.225,6.4353365,2.2963095,1.37495075,1.984465,6
16747,M,1.425,1.0625,0.4125,29.07241225,12.757275,5.76912325,8.3631025,13
16748,I,1.275,1,0.3625,17.76096175,7.15824875,4.09650275,5.2446575,9
16749,I,1.3,1,0.325,16.4710595,6.9456275,3.742134,4.762716,11
16750,M,1.3625,1.0625,0.3125,20.3265915,8.731646,4.706017,7.2291225,9
16751,F,1.3875,1.0625,0.3875,23.7285315,8.7032965,4.8477645,7.35669525,11
16752,M,1.4875,1.175,0.3625,24.53649225,10.5176645,4.4508715,7.37087,9
16753,F,1.3875,1.0875,0.35,26.3366855,10.149121,5.556502,8.3631025,11
16754,I,1.375,1.025,0.375,23.94115275,11.58077075,5.0745605,6.6621325,9
16755,I,0.7125,0.525,0.175,2.39553275,0.97805775,0.29766975,0.737087,6
16756,M,1.425,1.125,0.35,29.95124675,13.08329425,4.932813,7.767763,10
16757,I,0.6375,0.4875,0.1625,2.2963095,0.793786,0.510291,0.7654365,5
16758,I,1.025,0.8375,0.25,9.63883,3.72795925,2.22543575,2.9199985,7
16759,F,1.5125,1.175,0.3625,27.612413,13.13999325,5.71242425,7.93786,10
16760,I,0.975,0.775,0.25,7.10154975,3.175144,1.7293195,2.26796,7
16761,F,1.6125,1.2,0.4125,37.364641,16.6411565,8.54737425,9.2135875,10
16762,I,0.6,0.5,0.1375,3.005047,1.31825175,0.52446575,0.8221355,5
16763,M,1.5625,1.2125,0.4125,37.40716525,18.9091165,7.3992195,9.128539,10
16764,I,0.6,0.45,0.175,1.60174675,0.680388,0.3685435,0.453592,4
16765,M,0.9875,0.75,0.275,9.8939755,3.3735905,2.14038725,3.96893,13
16766,F,1.575,1.225,0.3875,34.9549335,15.77649675,7.3992195,8.9300925,10
16767,F,1.375,1.075,0.375,26.7902775,10.716111,5.8683465,8.50485,17
16768,F,1.4625,1.1625,0.4125,26.52095725,11.43902325,6.44951125,7.3425205,12
16769,F,1.3625,1.025,0.4375,20.93610575,8.77417025,4.479221,6.0951425,12
16770,F,1.5,1.175,0.45,30.17804275,12.74310025,6.95980225,9.2135875,9
16771,M,1.525,1.175,0.4125,34.5013415,15.592225,6.78970525,8.9300925,10
16772,I,1.2,0.8375,0.3125,14.855138,6.67630725,3.10427025,4.1106775,7
16773,F,1.25,0.9625,0.3125,16.839603,8.06543275,3.07592075,5.06038575,9
16774,I,0.725,0.525,0.15,3.3168915,1.2190285,0.75126175,0.9922325,5
16775,F,1.6125,1.2875,0.475,41.730464,17.78931125,8.94426725,11.623295,11
16776,M,1.4125,1.0625,0.375,26.2799865,10.035723,4.57844425,8.50485,9
16777,I,1.35,1.025,0.3625,22.226008,6.84640425,6.010094,8.788345,13
16778,M,0.7875,0.575,0.1625,4.2807745,1.8427175,1.417475,1.09145575,10
16779,I,1.0375,0.8125,0.25,9.51125725,4.252425,1.80019325,3.2601925,7
16780,M,1.6,1.275,0.4625,39.2640575,16.499409,7.1724235,11.623295,12
16781,F,1.575,1.2625,0.4375,37.32211675,19.6462035,8.74582075,8.17883075,11
16782,F,1.4125,1.075,0.3625,21.829115,10.149121,4.57844425,6.463686,9
16783,F,1.7125,1.4,0.5,43.51007525,18.9091165,10.035723,14.33067225,11
16784,F,1.5625,1.2375,0.4625,41.91473575,17.1514475,8.561549,11.3681495,20
16785,I,0.8875,0.65,0.225,5.17378375,2.211261,1.2757275,1.5592225,6
16786,M,1.575,1.2125,0.425,34.5580405,17.6050395,8.391452,8.50485,9
16787,M,1.375,1.0625,0.3,19.29183475,9.8372765,4.025629,5.5281525,8
16788,M,1.3125,1.0125,0.35,21.885814,9.25611175,5.59902625,5.2446575,10
16789,M,1.275,1,0.3375,20.638436,8.3631025,4.57844425,5.386405,9
16790,M,1.55,1.2375,0.3875,31.99241075,13.5227115,7.6260155,9.63883,11
16791,I,1.025,0.8125,0.225,10.19164525,4.592619,2.381358,2.87747425,8
16792,F,1.3125,1.0375,0.4,22.97726975,10.4609655,4.649318,6.80388,9
16793,I,0.9375,0.7125,0.25,6.44951125,2.65067825,1.37495075,2.1262125,7
16794,F,1.375,1.1625,0.375,25.741346,10.8011595,6.90310325,7.37087,8
16795,F,1.1625,0.8875,0.275,15.88989475,6.47786075,3.005047,6.3786375,12
16796,M,1.8,1.4125,0.5375,61.6034635,22.7079495,13.93377925,18.313777,13
16797,I,0.85,0.6375,0.2,5.06038575,2.438057,1.13398,1.984465,6
16798,I,1.2875,1,0.35,19.7029025,8.0796075,4.309124,6.633783,9
16799,I,0.6375,0.475,0.175,2.84912475,1.20485375,0.52446575,0.7087375,5
16800,I,0.9375,0.6875,0.225,6.180191,2.53728025,1.14815475,1.984465,7
16801,M,1.4375,1.0625,0.35,24.47979325,11.1413535,5.51397775,5.6699,9
16802,F,1.275,0.9875,0.3375,14.8267885,4.7343665,2.891649,5.2446575,11
16803,F,1.425,1.125,0.4125,25.33027825,10.9145575,4.706017,7.5126175,14
16804,F,1.25,0.9375,0.3125,18.24290325,5.953395,4.309124,6.6621325,14
16805,I,1.2625,1,0.3125,15.66309875,6.7755305,3.52951275,4.40834725,8
16806,F,1.4125,1.1,0.4,28.5479465,11.69416875,5.82582225,9.4970825,13
16807,I,1.225,0.95,0.3125,17.84601025,8.29222875,3.6003865,5.5281525,9
16808,I,1.5,1.1875,0.4375,30.432222,10.70193625,7.35669525,10.035723,11
16809,I,0.9125,0.675,0.25,6.23689,3.4302895,1.587572,2.14038725,10
16810,I,1.3125,1.025,0.4,24.79163775,12.757275,4.479221,6.23689,9
16811,M,1.5375,1.1875,0.4125,34.5013415,16.612807,7.427569,8.6465975,10
16812,M,1.675,1.275,0.4625,38.9805625,15.0535845,10.886208,11.29727575,11
16813,F,1.6625,1.2625,0.4125,37.98833,18.75319425,6.917278,9.63883,9
16814,M,1.35,1.0625,0.375,22.97726975,10.489315,4.77689075,6.23689,8
16815,M,1.55,1.2625,0.4375,38.90968875,17.81766075,7.7961125,10.44679075,10
16816,M,1.3125,1.0125,0.35,23.359988,9.82310175,5.726599,8.221355,9
16817,M,1.5625,1.1875,0.3875,31.87901275,16.51358375,6.633783,7.7961125,11
16818,M,1.5375,1.2,0.475,34.8415355,14.33067225,7.66853975,9.355335,11
16819,M,1.375,1.0625,0.3375,22.5945515,8.5898985,4.252425,7.5126175,12
16820,I,0.875,0.6375,0.25,6.56290925,2.84912475,1.6159215,1.70097,7
16821,F,1.7875,1.3125,0.5,47.230267,18.3421265,10.8578585,14.968536,10
16822,F,1.6,1.25,0.45,38.51279575,13.79203175,7.29999625,11.056305,14
16823,M,1.4,1.1125,0.375,26.988724,9.68135425,4.4508715,8.17883075,21
16824,I,1.2625,0.9875,0.3,18.313777,8.0796075,3.86970675,4.876114,11
16825,I,0.75,0.55,0.175,3.86970675,1.63009625,0.83631025,0.9922325,10
16826,M,1.425,1.125,0.4375,22.41027975,10.41844125,4.97533725,6.80388,9
16827,F,1.2875,1.0375,0.4125,24.11124975,8.20718025,3.912231,8.9300925,18
16828,M,1.3375,1.05,0.325,22.5378525,10.53183925,4.89028875,6.23689,9
16829,M,1.4625,1.1875,0.4125,29.72445075,14.67086625,6.973977,7.83863675,9
16830,M,1.3875,1.0875,0.4,27.54153925,12.60135275,4.8477645,7.93786,10
16831,M,1.15,0.875,0.2625,11.66581925,5.42892925,2.82077525,4.3941725,11
16832,I,1.5625,1.175,0.3375,27.385617,12.6722265,4.8477645,8.051258,8
16833,F,1.6,1.375,0.475,52.21337175,20.071446,10.8578585,13.324265,23
16834,I,0.875,0.65,0.2375,5.613201,2.65067825,1.48834875,1.70097,8
16835,M,1.1,0.8625,0.275,12.2186345,4.3941725,2.5798045,3.685435,15
16836,I,1.3,1,0.3375,20.41164,9.42620875,3.7137845,6.50621025,10
16837,F,1.425,1.125,0.4125,30.3623145,10.829509,5.48562825,10.0640725,14
16838,F,1.4375,1.1125,0.375,24.777463,9.07184,5.06038575,8.9300925,13
16839,F,1.425,1.0875,0.2875,24.93338525,9.73805325,5.556502,6.6621325,10
16840,M,1.4625,1.15,0.375,25.61377325,10.95708175,5.556502,8.26387925,13
16841,F,1.4,1.0375,0.275,27.1304715,14.54737425,6.010094,5.10291,8
16842,F,1.55,1.2125,0.4375,34.189497,13.947954,7.8528115,10.9145575,11
16843,M,1.4375,1.1125,0.35,24.777463,11.15552825,4.649318,6.80388,9
16844,M,1.5875,1.275,0.475,38.51279575,17.179797,8.34892775,11.1980525,13
16845,F,1.5375,1.15,0.35,35.28095275,12.47378,6.95980225,9.07184,11
16846,I,0.825,0.5875,0.225,4.6209685,1.74349425,0.9355335,1.417475,6
16847,I,1.175,0.875,0.275,13.8062065,5.34388075,2.90582375,4.3941725,9
16848,M,1.3625,1.0875,0.3625,21.9708625,7.2291225,4.252425,7.2291225,11
16849,M,1.6,1.4625,0.4875,46.6916265,20.48251375,9.3836845,13.3526145,10
16850,I,1.0125,0.75,0.225,9.25611175,4.03980375,2.26796,2.551455,7
16851,F,1.5875,1.2375,0.4,36.85435,16.839603,7.27164675,9.7805775,9
16852,F,1.475,1.125,0.4,24.8058125,12.37455675,5.216308,6.19436575,12
16853,M,1.4125,1.025,0.3625,26.6201805,12.68640125,5.556502,7.597666,11
16854,F,1.725,1.3625,0.45,45.7277435,19.220961,9.8372765,13.60776,13
16855,F,1.4,1.05,0.3625,22.12678475,10.81533425,4.86193925,6.42116175,10
16856,F,1.6375,1.3,0.4875,39.41997975,16.726205,7.47009325,11.1980525,11
16857,F,1.2,0.9375,0.3125,14.5999925,6.9456275,2.721552,4.3941725,10
16858,M,1.325,1.0375,0.375,23.68600725,9.76640275,4.52174525,6.23689,9
16859,M,1.6,1.25,0.4875,34.5013415,15.081934,7.75358825,8.788345,9
16860,M,1.8,1.3625,0.4375,48.3925965,19.83047525,10.9712565,16.3009625,25
16861,I,0.6125,0.475,0.1375,2.82077525,1.0489315,0.52446575,0.737087,6
16862,F,0.975,0.725,0.25,7.49844275,3.061746,1.31825175,2.26796,6
16863,I,0.4,0.275,0.0625,0.510291,0.1417475,0.09922325,0.1417475,4
16864,I,1.0375,0.75,0.225,10.58853825,4.5075705,2.22543575,2.83495,7
16865,M,1.2,0.95,0.3,17.236496,8.4198015,3.95475525,3.98310475,8
16866,F,1.1875,0.9375,0.2625,13.36678925,5.953395,3.061746,4.9611625,12
16867,F,1.6125,1.225,0.475,39.2073585,18.030282,8.1363065,9.7238785,11
16868,F,1.5625,1.2,0.3875,34.529691,16.2442635,7.24329725,8.6465975,9
16869,I,1.2875,1.05,0.3125,18.6256215,8.4198015,3.7704835,4.3941725,9
16870,I,0.95,0.6875,0.225,7.41339425,3.4302895,1.77184375,2.1262125,6
16871,M,1.45,1.1,0.375,25.4295015,10.9145575,6.3786375,7.2291225,9
16872,F,1.675,1.3125,0.4375,43.26774425,20.05727125,6.78970525,13.1825175,11
16873,M,1.6625,1.2875,0.4125,41.00755175,19.66037825,8.561549,10.3475675,11
16874,F,1.5875,1.2875,0.4125,34.5013415,15.03940975,8.391452,10.0640725,11
16875,F,1.5,1.2125,0.3625,29.0582375,12.00601325,6.22271525,8.9300925,11
16876,F,1.7375,1.3125,0.4375,51.21337175,25.04678325,11.963489,11.12717875,11
16877,M,1.5375,1.1875,0.375,30.40483875,12.1619355,6.78970525,8.6465975,12
16878,M,1.3375,1.025,0.3875,17.95940825,7.654365,3.27436725,6.3219385,11
16879,M,1.6125,1.2625,0.4625,32.0632845,12.23280925,7.6260155,10.0640725,9
16880,M,1.6125,1.25,0.475,38.215126,15.37960375,7.7961125,11.90679,11
16881,I,0.8625,0.6375,0.2,5.25883225,2.05533875,1.17650425,1.70097,5
16882,F,1.45,1.1,0.35,27.03124825,12.65805175,5.6982495,6.9456275,10
16883,I,1.025,0.8125,0.2875,10.07824725,4.139027,1.80019325,2.9766975,8
16884,M,1.3375,1.075,0.3625,20.41164,8.97261675,4.2807745,6.80388,12
16885,F,1.375,1.0875,0.375,26.308336,9.00096625,5.17378375,7.0590255,11
16886,I,0.5625,0.4,0.1375,1.31825175,0.60951425,0.38271825,0.4252425,3
16887,M,1.6375,1.2875,0.4625,41.40444475,16.54193325,9.22776225,11.623295,17
16888,F,1.4375,1.1875,0.3625,28.2644515,14.18892475,5.76912325,7.5126175,9
16889,F,1.525,1.1875,0.4125,29.1149365,13.87708025,6.73300625,7.087375,9
16890,F,1.2375,1,0.325,21.6873675,7.69688925,5.10291,5.10291,9
16891,I,1.25,0.95,0.3375,18.030282,8.66077225,3.86970675,4.3941725,9
16892,M,1.4875,1.1625,0.3625,29.27085875,10.75863525,6.47786075,10.20582,15
16893,M,1.5375,1.175,0.3875,31.071052,13.73533275,6.13766675,9.2135875,11
16894,M,1.175,0.875,0.2875,13.36678925,6.8322295,3.07592075,4.9611625,10
16895,F,1.55,1.2,0.4375,38.82464025,16.726205,9.08601475,9.355335,12
16896,M,1.1,0.8125,0.275,11.89261525,4.80524025,2.608154,3.38776525,10
16897,I,1.1375,0.9375,0.2875,14.0897015,6.13766675,2.65067825,3.572037,8
16898,M,1.375,1.0625,0.3375,22.6796,9.1568885,5.9250455,6.9456275,10
16899,F,1.175,0.9,0.3125,14.67086625,6.50621025,3.2601925,4.9611625,13
16900,F,1.125,0.875,0.3125,12.6722265,4.80524025,2.2963095,3.96893,12
16901,M,1.4,1.1125,0.35,25.51455,9.87980075,5.5281525,7.087375,11
16902,M,1.5625,1.3125,0.45,38.85298975,18.2854275,6.53455975,11.1980525,12
16903,I,1.325,1.05,0.3125,18.86659225,7.087375,5.42892925,5.726599,8
16904,I,0.8625,0.675,0.25,6.30776375,2.3530085,1.644271,2.1262125,7
16905,M,1.475,1.175,0.375,25.260549,11.75086775,5.2446575,7.9095105,10
16906,F,1.55,1.275,0.4625,43.488133,18.9091165,10.44679075,12.757275,16
16907,F,1.375,1.075,0.3875,22.66542525,10.02154825,5.25883225,5.6699,8
16908,I,1.1,0.875,0.275,12.813974,5.40057975,2.83495,3.40194,9
